text,retweet_count,favorited,retweeted,created_at,verified,location,description,user_created_at,statuses_count,followers_count,favourites_count,name,time_zone,friends_count,lat,lon,Brand
Excited for my parents to come to Florida tomorrow,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,BCU'17,Pretty to look at but hard to catch,Sun May 10 23:53:56 +0000 2009,45003,1743,250,J O R R A Z A Y N,Central Time (US & Canada),1592,29.167045,-81.0094105,DunkinDonuts
Preach! But the original is more than dope it's practically a perfect movie https://t.co/oix5lHFjGW,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Vancouver, British Columbia","I love movies, comic books, Arsenal FC, Star Wars & politics | Former Londoner, current Vancouverite | Expect plenty RTs | Follow <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> @attackthescreen",Thu Jan 03 12:30:38 +0000 2013,9873,809,23661,Chris Hartmann,London,738,49.257639,-123.123581,DunkinDonuts
@lilmamajess adrienne bailon! https://t.co/BoDayDS4kh,0,FALSE,FALSE,Fri Dec 08 15:25:50 +0000 2017,FALSE,"San Antonio, TX","Starve the ego, feed the soul. <ed><U+00A0><U+00BC><ed><U+00BC><U+009B><ed><U+00A0><U+00BC><ed><U+00BC><U+009D><ed><U+00A0><U+00BC><ed><U+00BC><U+009C>",Mon Dec 31 19:24:50 +0000 2012,41566,1384,22302,<U+1D05><U+1D00><U+028F><U+0274><U+1D00>,Eastern Time (US & Canada),534,29.417501,-98.5406515,DunkinDonuts
I'm 1 of few that survived the JUCO route with @NDSCSFB.,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Florida, USA",Founder of 318photo. Published Sport Photographer for @GoArgos. Sideline reporter for #WFGX35. College Football fanatic. #GeauxTigers #WhoDat,Sat Jul 30 14:59:48 +0000 2011,33079,2075,61669,Tre'von Ware,Central Time (US & Canada),530,30.521057,-87.2029615,DunkinDonuts
Thanks for the support • Be A Leader • Shop &amp; Follow @elcapitancartel •… https://t.co/CpifFycMiC,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Los Angeles, CA",BUILDING BRANDS ONE SACRIFICE AT A TIME!! SO PHOCUSED x EL CAPITÁN X RED CUP GANG x BAD APPLE x THE BIG PAYBACK x THE FOUR EIGHT COLLECTION,Fri May 01 19:17:47 +0000 2009,190386,3409,649,EL CAPITÁN,Eastern Time (US & Canada),2486,34.0207895,-118.4119065,DunkinDonuts
Let's do this IMS! #UNCToyDrive https://t.co/XJQzMw5Sea,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Morehead City, NC","Institute of Marine Sciences is Carolina's marine lab. An off-campus research, education, & outreach unit of @UNC. Science for NC since 1940's. #RTPEast.",Fri Apr 27 13:03:14 +0000 2012,16177,3251,8875,UNC IMS,Eastern Time (US & Canada),2251,34.7344145,-76.785101,DunkinDonuts
Maybe they can take kinkaid off the devils so I can be happy in life again https://t.co/APSE0T2E7k,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Scotch Plains, NJ","New Jersey Devils, Chris Evans & Green Day Enthusiast • @Riveters Team Sports Photographer • Sports Photographer for @DoubleGSports • Cat mom of two • HJE<ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",Sun Jun 19 19:03:10 +0000 2011,70513,2259,32912,Paula<U+262F>,Central Time (US & Canada),338,40.6397025,-74.3664085,DunkinDonuts
"Good morning followers; enlighten me today with some positive news regarding Trumps impeachment, because I’m living… https://t.co/lWxBLtEztt",0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,Woodbridge VA,Jamaican born US citizen single mom grandma degrees criminal justice & science will continue with 3rd degree in sociology & constitution laws & fmr fed employee,Sat Aug 26 14:45:45 +0000 2017,1708,278,448,Jennifer Hernandez,NA,1314,38.898603,-77.0143985,DunkinDonuts
"WHOEVER THREW THAT SNOWBALL,,,",0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,NA,NA,Wed Oct 01 19:17:07 +0000 2014,3118,417,4827,charlie brown,NA,713,29.511978,-95.1894685,DunkinDonuts
Y’all make sure to go for @CormierDeon !!!!! He deserves this ! https://t.co/E49Y25PmWH,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Texas, USA",positivity,Mon Sep 02 03:27:58 +0000 2013,17356,1599,24774,Alex <ed><U+00A0><U+00BE><ed><U+00B6><U+008B>,NA,2582,29.9931835,-95.2595255,DunkinDonuts
Everybody stay in their room all morning at my Ma’s. I check the cars in the yard just to see who’s home lol.,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Louisiana, USA","IG: jsayles14 |Tapp, VA<U+27A1><U+FE0F>Shreveport, LA | Family first always ; US Airforce ; snapchat: saylesboyy14",Wed Sep 12 16:40:17 +0000 2012,4323,451,204,~JeRm~,Central Time (US & Canada),274,38.0033755,-79.420865,DunkinDonuts
U can’t catfish me lol imma think u police n block u,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,A Mile Ahead Of You,UNCC19 - NinerNation... I got one foot on your neck and the other one on the gas! N.G.B. <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB>: Shpendi96,Sat May 10 15:36:10 +0000 2014,37182,478,11035,Big Baller Shpending,Eastern Time (US & Canada),320,35.209059,-80.8467855,DunkinDonuts
Some people’s karma is so fitting I can’t help but smh,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,Philly|Temple U,confidently lost,Wed Feb 16 02:58:54 +0000 2011,15375,404,27131,Black Lisa Simpson,Eastern Time (US & Canada),235,40.0048655,-75.117998,DunkinDonuts
"We're #hiring! Click to apply: RN Clinical Director, FT, Surgical Services, INTEGRIS Health Edmond -… https://t.co/7pI4Prf7oN",0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,Oklahoma,"With INTEGRIS Health, you will have a genuine chance to make a difference in your life and your career.",Thu Nov 29 20:14:12 +0000 2012,1158,267,0,INTEGRIS Careers,NA,93,35.695222,-97.455741,DunkinDonuts
"“Rock n roll” done by Velvet underground, then Kiss, then Bay City Rollers. Where else but #XPNAtoZ ? <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,NA,NA,Sat Dec 03 12:54:14 +0000 2011,1457,69,3415,Lisa Leland,Atlantic Time (Canada),261,38.233362,-122.0429745,DunkinDonuts
Judge Who Presided Over Michael Flynn's Case and Recused Himself -- IS OBAMA APPOINTEE WHO ALSO SITS ON FISA COURT! https://t.co/l7eAXk4Zhd.,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Arizona, USA",12 years of driving farther than anyone should. #Fitness #Food #Arizona #News #Movies,Tue Aug 28 01:08:37 +0000 2012,40803,1812,7710,<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> #NoPanicZone,America/Denver,1859,33.4057545,-111.7375655,DunkinDonuts
I fucking aced that final. Took 20min. https://t.co/NyuviAyaKQ,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"Orlando, FL",PreLaw at @UCF; Daddy/Handler https://bdsmtest.org/r/6494670; furry; <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088> geek; NSFW: @SirZacronym,Sat Mar 15 00:51:26 +0000 2008,37280,2014,2153,SirZac FurCon,Eastern Time (US & Canada),1498,28.588445,-81.1972755,DunkinDonuts
Math problems be like... #hooligans #funny #funnymemes #memes #comedy #friday #dankmemes #dank #morning… https://t.co/guLgI3mTq9,0,FALSE,FALSE,Fri Dec 08 15:25:51 +0000 2017,FALSE,"Pittsburgh, PA","WARNING: Beware of laughter!

Laughing may cause serious injury to rib cage and diaphragm.",Mon Jun 19 00:03:38 +0000 2017,138,6,15,The Hooligans,NA,6,40.431389,-79.9806895,DunkinDonuts
Grinding alone.,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"Sachse, TX",<ed><U+00A0><U+00BE><ed><U+00B6><U+0089>,Sun Nov 02 16:43:45 +0000 2014,2926,1136,1624,Trevor Graham,Pacific Time (US & Canada),578,33.0612425,-96.7349005,DunkinDonuts
Yikes! https://t.co/J6A5KtsyMX,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,NA,"Bible believing Christian, Save the Innocent Babies,
Conservative,
Patriot,<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>
Love Israel<ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1>, Maga",Wed Jul 03 00:02:35 +0000 2013,17588,2554,19201,chuchy46,NA,4124,31.1688935,-100.0768885,DunkinDonuts
I’m convinced DJ Akademiks has mental issues. He’s so slow <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> https://t.co/BBrW7pf4Vl,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,DTX,nothin but a G thang baby,Thu Sep 13 02:41:48 +0000 2012,11430,337,8681,amazing amy,Pacific Time (US & Canada),125,32.958255,-96.9827885,DunkinDonuts
It’s starting to look a lot like Christmas <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,NA,she's like Texas,Wed Feb 04 05:43:36 +0000 2015,4578,415,3594,dest,NA,397,29.417501,-98.5406515,DunkinDonuts
@The_Trump_Train @realDonaldTrump By promoting sexual assault and pedophilia? The HOP will forever be the party of child molesters.,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"Ohio, USA","""Life is like a detective story. It starts with a dame, and ends with a funeral...""
--Bruce Wayne (New Earth)",Fri Dec 11 16:13:52 +0000 2015,17408,179,26211,Sidney Tucker,Eastern Time (US & Canada),184,40.3651595,-82.6694675,DunkinDonuts
@postwait @markimbriaco Fun fact: JSON is a subset YAML. I find it more readable for configuration.,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"Austin, TX","some-stack software engineer | tennis, computing, poker | http://cloudkite.io",Mon Mar 12 10:21:00 +0000 2007,6692,821,648,Victor Trac,Central Time (US & Canada),326,30.3233455,-97.754724,DunkinDonuts
Slightly upset that it snowed in Texas and I wasn’t there to enjoy it...,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"North Richland Hills, TX",“3. Don't get mad except on purpose.”,Thu Nov 07 02:08:12 +0000 2013,3094,271,1060,Kaitlyn Dillingham,Central Time (US & Canada),194,38.8808445,-77.101999,DunkinDonuts
Pussy taste like skittles,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"Miami, FL",Bunny momma x2 + Psych major,Sat Jul 11 16:53:38 +0000 2015,182,467,3146,lola,Pacific Time (US & Canada),219,25.578803,-80.3296935,DunkinDonuts
"<ed><U+00A0><U+00BD><ed><U+00B8><U+008E>IT’S FREE<ed><U+00A0><U+00BD><ed><U+00B8><U+008E>
GO “DOWNLOAD”...”LIKE”...&amp; “SHARE”...<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> PLEASE
https://t.co/awWhyMXSzr",0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"District of Columbia, USA",INSTAGRAM <ed><U+00A0><U+00BD><ed><U+00B1><U+0089><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> @ thestore219 on FB and Instagram,Thu Feb 24 06:25:22 +0000 2011,58238,1153,1242,TheStore219,Central Time (US & Canada),3137,38.898603,-77.0143985,DunkinDonuts
There's a valuable lesson to be learned here. https://t.co/CK9GQtTJaM,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,det<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>atl,21. | dancer. | designer. | saiyan.,Thu Jul 05 03:41:42 +0000 2012,53384,3282,8604,Cee <ed><U+00A0><U+00BE><ed><U+00B6><U+008B>,Eastern Time (US & Canada),944,42.2708395,-83.7299715,DunkinDonuts
Due to deteriorating weather conditions City Hall and City Facilities will be closed for the remainder of the day.… https://t.co/jY5dUjG2Ly,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,TRUE,"Birmingham, AL","The 30th Mayor of Birmingham, AL. Focused on all 99 neighborhoods. Send your ideas and suggestions to transition@randallwoodfin.com.",Fri Aug 19 13:27:58 +0000 2016,547,10162,323,Randall Woodfin,Central Time (US & Canada),467,33.5422375,-86.793917,DunkinDonuts
"Damn you @united !!! We're 3 #Hoursdelayed cuz pilot got <ed><U+00A0><U+00BE><ed><U+00B4><U+00AE>only to board &amp; be stuck on tarmac ""Waiting For Fuel"" AKA… https://t.co/MXziBCzQFm",0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,Somewhere #OffTheHooks,"Culture Junky Lkn4 A Fix !!!  Actively evolving my understanding of our interconnected world related to Religion, Cuisine, Social Habits, Music & The Arts.",Mon Mar 29 05:43:18 +0000 2010,3900,501,287,Hooks,Alaska,1300,38.952634,-77.447906,DunkinDonuts
The one day I’m not in Corpus it snows smh,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,In the gym ,Sam<ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>,Fri Jan 25 20:31:52 +0000 2013,4279,929,2638,Brock Barton,NA,904,29.603464,-95.6316895,DunkinDonuts
Not to brag but writing a 2 page reflection and critique paper on an exhibit i never actually went to requires SOME… https://t.co/TI0LT4j3kw,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,the midwest,a very merry unbirthday to me and yo mama,Sat Sep 18 16:58:44 +0000 2010,41439,435,14149,boo boo le jingle fou,Eastern Time (US & Canada),234,41.8335845,-87.732013,DunkinDonuts
@Saundeez11 @travisyost Here is a representation of Burrows  in the NHL now. Only two more years of it though. https://t.co/e3b8kzKCZS,0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,NA,"ODR dangler. Dump and chase hockey player. Music, beer, friends and Sens!",Mon Feb 20 00:51:05 +0000 2012,731,66,231,maul,NA,186,45.248791,-75.8001415,DunkinDonuts
I know lol I’m just talking shit . Sean Payton too antsy. He immediately thought when kamara left that they had to… https://t.co/Pf6biykuAM,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"Atlanta, ga",jumped off the porch and landed on my feet<ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>,Mon Oct 31 13:42:14 +0000 2011,353777,1159,1402,UncleMoonk,Quito,1068,32.6782075,-83.1738665,DunkinDonuts
@realDonaldTrump Not me!!!!,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"Virginia Beach, VA",NA,Sun Feb 12 23:42:24 +0000 2012,800,51,2057,Mary,NA,247,36.895082,-76.255686,DunkinDonuts
"Happy Honda Days and Lexus December To Remember to Everyone!
.
(Apologies to the Toyotathon… https://t.co/Q4mNHGmERl",0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"Baltimore, MD","A simple man and social vegan--I avoid meet. — Graduate of Gardenville Elementary School, Baltimore City — Big Brother to Edahkiah — Dad of Kiko",Mon Nov 20 22:06:24 +0000 2006,1690,506,9830,Bill Adams,Eastern Time (US & Canada),472,39.284713,-76.620482,DunkinDonuts
@jackandmissyc1 @Pjupfront @FoxNews @DrDarrinPorcher @realDonaldTrump Or if you prefer something as current as yest… https://t.co/8P3L4wxCMB,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"St Louis, MO",Saint Louis University Graduate Student. #TakeAKnee,Mon Jan 02 00:09:00 +0000 2012,14669,609,7297,Fletcher Hoague <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>,Central Time (US & Canada),545,38.653771,-90.247824,DunkinDonuts
I really gotta get back to a workout routine smh gained deadass like a good 15 pounds. #roadto205 <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2642><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2642><U+FE0F>,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,NA,"Dominican<ed><U+00A0><U+00BC><ed><U+00B7><U+00A9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B4>/ Irish <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE>/ Italian <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9> Spiritually awakening <ed><U+00A0><U+00BD><ed><U+00B1><U+0081> <ed><U+00A0><U+00BC><ed><U+00BF><U+0080><ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BD><ed><U+00BA><U+00B4><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> Dyckman 204  On the path to finding my true purpose, while trying to inspire others.",Wed Apr 20 19:31:22 +0000 2011,26640,421,4982,Loneleo<ed><U+00A0><U+00BE><ed><U+00B6><U+0081>,NA,450,40.8503475,-73.8494415,DunkinDonuts
This is what we call justice. https://t.co/qjQmV9NzX3,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,31 Spooner Street,ask me about my pokedex,Fri Jun 17 18:19:08 +0000 2011,32929,503,6253,Nick Molnar,Eastern Time (US & Canada),232,41.4959395,-81.705467,DunkinDonuts
Will go out with @David_starr7 on Saturday night. Dm for details,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,Harlem Varsity Baseball ,@kfudge29<ed><U+00A0><U+00BD><ed><U+00B2><U+009C>,Fri Aug 08 03:24:01 +0000 2014,825,303,2391,Jmart,NA,240,42.363223,-89.031723,DunkinDonuts
Pretty sure my roommate chews and pours her cereal as loud as she can <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"Richmond, KY","""The world is full of nice people, if you can't find one... be one.""",Sat Oct 15 02:52:29 +0000 2011,32344,456,3994,kennedy,Atlantic Time (Canada),311,37.739209,-84.312419,DunkinDonuts
Sometimes I forget to love myself and give myself a chance. So I remind myself and the rest of you everyday. <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,IG: culta_klash Snap: cyp1908,no,Mon Nov 14 04:24:23 +0000 2011,173120,2514,19040,"Flint, MI hasn't had clean water since 4-24-2014.",Central Time (US & Canada),500,40.655138,-73.9487755,DunkinDonuts
Pubg desert map hitting the test servers today. Coming for that chicken dinnah<ed><U+00A0><U+00BC><ed><U+00BD><U+0097>,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,The House of the Rising Sun,Say when. Steam: L7LS. Battlenet: LVLS#11266. Gamertag: hold up,Sun Mar 25 03:43:34 +0000 2012,28003,288,15010,y@,Eastern Time (US & Canada),183,44.879208,-68.6708845,DunkinDonuts
"Hey @dominos, the local shop is telling me that the app/tracker is broke, that true? even tho it said 20-30 minutes… https://t.co/nQQgHeOy8V",0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"New Castle, PA",I’m okay with who I am today,Tue Nov 02 18:19:34 +0000 2010,913,149,1419,Brian Carbone,Eastern Time (US & Canada),645,41.0042615,-80.33466,DunkinDonuts
Happy Birthday @kaykaykater2!!! Hope you have a great day!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"Kansas, USA","Life's Short, Play Hard <U+2764><U+FE0F>#RIPDrakeDavid<U+2764><U+FE0F>  •FHSU• <ed><U+00A0><U+00BD><ed><U+00B0><U+00AF> SC: kelso12 Insta: gimpyp12",Sat Jun 09 20:37:52 +0000 2012,7816,910,22261,Kelsey Potter <U+270C><U+FE0F><U+FE0F>,Central Time (US & Canada),573,38.88195,-99.3176895,DunkinDonuts
This tweet brought to you by Polident -   Guh bleff the United Shaysh of Ameliga. https://t.co/kycqs3VrBK,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,LIC NY,Senior Producer on show about people looking for houses...internationally. All opinions my own. I might not even think so in real life. @gerryandcookie are cats,Thu Feb 19 16:09:18 +0000 2009,7885,393,1069,Ben Zoldan,Atlantic Time (Canada),783,40.6708795,-73.8311875,DunkinDonuts
"Brief breakfast
2 egg whites
Fresh tomato
Wheat toast
#HINO2017 https://t.co/dnwUBpqrYG",0,FALSE,FALSE,Fri Dec 08 15:25:52 +0000 2017,FALSE,"Mullica Hill, NJ US",Holistic family physician that emphasizes prevention & health. He hosts Your Health Matters #YHM @RowanRadio 89.7 WGLS-FM #HINO2017 http://HealthIsNumberOne.com,Sat Feb 11 16:06:58 +0000 2012,17309,2380,3923,Craig M. Wax D.O.,Eastern Time (US & Canada),2878,39.9374855,-75.0997125,DunkinDonuts
@awisvari go to sleep,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,lexington kentucky,just living my life,Wed Jun 01 13:16:17 +0000 2011,15297,665,15579,Roderick mccord,Quito,1660,37.822244,-85.7682405,DunkinDonuts
'Cause the devil wears black and he goes by Jack,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"Indiana, USA Oxford, MS",Busch Light and models,Sat Dec 10 06:54:53 +0000 2011,7318,489,23374,Adam Hall,Eastern Time (US & Canada),447,34.35467,-89.53377,DunkinDonuts
@RaznHaol You are a freaking liberal  Socialist what rock did you come from where ever you came from you need to go… https://t.co/WCJFqecNwZ,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,FALSE,"Georgia, USA",NA,Thu Sep 17 10:17:32 +0000 2009,59,6,2,Stanley,Eastern Time (US & Canada),77,32.6782075,-83.1738665,DunkinDonuts
#Libertyfire Los Alamos Road remains closed and evacuations remain in place for Los Alamos between Ruth Ellen and… https://t.co/AqTGB5T6gM,0,FALSE,FALSE,Fri Dec 08 15:25:53 +0000 2017,TRUE,NA,"I'm the crime and safety reporter in San Bernardino County for the Southern California News Group. Full-time journalist, part-time nerd. bvalenzuela@scng.com",Tue Mar 16 19:07:56 +0000 2010,66831,6505,18259,Beatriz Valenzuela,Pacific Time (US & Canada),1254,34.0976985,-117.386642,DunkinDonuts
"See our latest #Norwood, MA #job and click to apply: Administrative Clerk - Per Diem - https://t.co/3aK5og1eEM #Clerical #Hiring #CareerArc",0,FALSE,FALSE,Sun Dec 10 14:04:32 +0000 2017,FALSE,"Boston, MA","Follow this account for geo-targeted Office/Clerical job tweets in Boston, MA. Need help? Tweet us at @CareerArc!",Thu Mar 05 20:42:45 +0000 2009,165,373,0,TMJ-BOS Cleric. Jobs,Eastern Time (US & Canada),208,42.181867,-71.1962385,DunkinDonuts
Winchester MO Sun Dec 10th AM Forecast: REST OF TODAY Mostly Sunny Hi 50 TONIGHT Mostly Clear Lo 30,0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,"Winchester, MO","Follow us for the latest news, weather, events and emergency notices for Winchester, MO",Tue Aug 23 03:49:25 +0000 2011,2177,6,0,"Winchester, Missouri",Central Time (US & Canada),0,38.5862115,-90.5510645,DunkinDonuts
Hyped about today <ed><U+00A0><U+00BE><ed><U+00B4><U+0099><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,"San Antonio, TX",Hhs.,Tue Oct 06 14:37:22 +0000 2015,2503,368,967,Jacob urbano,NA,222,29.417501,-98.5406515,DunkinDonuts
"i miss your voice, i miss your smile that i used to get lose in",0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,KTX | HTX,sc: alexus2001 | maverick belle,Thu Feb 20 05:42:06 +0000 2014,112972,1759,46567,niko <ed><U+00A0><U+00BE><ed><U+00B6><U+008B>,Central America,622,29.838495,-95.4464865,DunkinDonuts
"They didnt wana give me a spot, so now im takin it

#alldatforever @ Cordova, Tennessee https://t.co/vPHz73Vo82",0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,NA,"CUM ON MANE GOOGLE ME 
MEMPHIZ ST<ed><U+00A0><U+00BC><ed><U+00BC><U+009F>RR
ST<ed><U+00A0><U+00BC><ed><U+00BC><U+009F>RR MAJOR #starrsomajor",Thu Nov 20 02:36:03 +0000 2014,999,72,6,STARR MAJOR LIL HOR,NA,170,35.1335205,-89.922029,DunkinDonuts
Christian mingle<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+200D><U+2642><U+FE0F> https://t.co/7WLPAseBDK,0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,NA,sc-brandondodson30,Sun Mar 24 23:31:34 +0000 2013,6260,616,2661,Brandon Dodson<U+25FB><U+FE0F><U+2B1B><U+FE0F><U+2B1C><U+FE0F>,NA,545,38.0033755,-79.420865,DunkinDonuts
@frogymama @extremekathie No this year,0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,"Houston, TX",I am a father of two we have had our up and down our kids changed our lives we keep fighting even when our son got sick,Mon Feb 15 22:35:30 +0000 2016,9245,189,13561,Roger Martinez,Pacific Time (US & Canada),301,29.5478845,-95.3268995,DunkinDonuts
"I don't wanna fuck no other niggas bitch, cause I don't have to backdoor someone else hoe to prove to myself I got… https://t.co/jRtBWaUVJM",0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,"Mo City to Tidwell, Htx<ed><U+00A0><U+00BD><ed><U+00B7><U+00BB>",natural,Fri Apr 09 21:45:36 +0000 2010,50244,745,3168,J<ed><U+00A0><U+00BE><ed><U+00B4><U+0098>,Mountain Time (US & Canada),529,29.838495,-95.4464865,DunkinDonuts
Kidnapping and beating of a special needs person and sharing on social media only equals probation?!?! Our justice… https://t.co/V97rw2Pz7z,0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,NA,"Mom, Sister, Friend, Teacher, Publications Advisor, Rare Disease Advocate, DONOR, Journalist, Writer, Scrapbooker, Music Lover, Dancin' Fool!",Mon Mar 17 19:06:45 +0000 2014,1742,346,1845,Jenn Galloy,Pacific Time (US & Canada),787,41.519556,-88.1425115,DunkinDonuts
"A dog: *exists at the same party as me*
Me: EVERYONE THERE IS A DOG THIS IS NOT A DRILL I REPEAT THIS IS NOT A DRILL",0,FALSE,FALSE,Sun Dec 10 14:04:33 +0000 2017,FALSE,with (y)our dog,send me mexican food dm for address,Sun Aug 21 22:13:04 +0000 2016,13335,163,4115,Shannon Alyssa,NA,324,39.396352,-76.6151805,DunkinDonuts
