text,retweet_count,favorited,retweeted,created_at,verified,location,description,user_created_at,statuses_count,followers_count,favourites_count,name,time_zone,friends_count,lat,lon,Brand
I had been begging for snow all week and it’s finally here <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>,0,FALSE,FALSE,Fri Dec 08 15:05:54 +0000 2017,FALSE,"Dahlonega, GA",1996-?,Fri Mar 02 02:22:12 +0000 2012,16272,394,15897,toni  <U+21FB>,Atlantic Time (Canada),420,32.6782075,-83.1738665,Starbucks
Vote 7153   : I  vote #KaranVohra for #ZindagiKiMehak #TVPersonality2017 @SabrasRadio @BizAsia,0,FALSE,FALSE,Fri Dec 08 15:05:54 +0000 2017,FALSE,"Toronto, Ontario","<ed><U+00A0><U+00BD><ed><U+00B5><U+0089> Shanti; 
<ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> Ex-Army (WSES- 03);
<ed><U+00A0><U+00BD><ed><U+00B4><U+00BA><U+FE0F> PowerOfPositivity
<U+2764> Ashish Sharma
<U+2764> Karan Vohra<U+2764>",Mon Nov 28 14:26:38 +0000 2016,24087,231,19388,Sharmistha  C Modi,Pacific Time (US & Canada),97,43.629311,-79.2725695,Starbucks
All of this! #Isaiah10 https://t.co/EH97PykaPb,0,FALSE,FALSE,Fri Dec 08 15:05:54 +0000 2017,FALSE,"Washington, DC",Blogger | Media Personality | Strategist | Influencer | Obama Alum | Black44 | My tweets are MY TWEETS!,Wed Apr 14 12:24:17 +0000 2010,21448,1642,8955,Dru Ealons,Eastern Time (US & Canada),1270,39.041697,-76.986807,Starbucks
Do I buy a geofilter for the game?,0,FALSE,FALSE,Fri Dec 08 15:05:54 +0000 2017,FALSE,"Lombard, IL","Vito Tito
Wrestler at Willowbrook high school",Fri Jan 13 17:43:46 +0000 2017,257,149,200,Vito Tito,NA,360,41.8877375,-87.9806675,Starbucks
"@madibabbbyy Thank you gorgeous, beyond glad that I saw you Tuesday as well<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",0,FALSE,FALSE,Fri Dec 08 15:05:54 +0000 2017,FALSE,"Hilliard, OH",Snapchat: jeani_ann,Thu Jun 27 14:48:10 +0000 2013,3347,878,14155,Jeani Bounemany,Atlantic Time (Canada),492,40.0408125,-83.1433925,Starbucks
@_darlyzabeth I'm praying for you love <ed><U+00A0><U+00BD><ed><U+00B2><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0094>,0,FALSE,FALSE,Fri Dec 08 15:05:54 +0000 2017,FALSE,"Michigan, USA",@_sutekh<ed><U+00A0><U+00BD><ed><U+00B2><U+0098> • 18 • sda • <ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BC> • ig: ingxbire,Tue Feb 28 01:31:28 +0000 2012,73937,3145,36960,gabby m.,Eastern Time (US & Canada),2655,41.937888,-86.3369055,Starbucks
I want to thank God for blessing me with another day <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,336,GFM<ed><U+00A0><U+00BD><ed><U+00B2><U+00B0> ET<ed><U+00A0><U+00BD><ed><U+00B1><U+00BD> Duke 11-0 <ed><U+00A0><U+00BC><ed><U+00BF><U+0080>,Fri Sep 23 23:54:40 +0000 2011,14743,573,7853,Erik The Terror <ed><U+00A0><U+00BC><ed><U+00BE><U+00B0> <ed><U+00A0><U+00BD><ed><U+00B0><U+008D>,Hawaii,534,36.0871685,-80.244984,Starbucks
DEAD ASS BRO https://t.co/4nP0ORMYs6,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,Jersey ,xotwod,Wed May 29 22:29:04 +0000 2013,47982,622,10157,Lills<ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>,Eastern Time (US & Canada),284,40.8925415,-74.5560465,Starbucks
@rae_cierraaa woah,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,South Jersey,die for you,Fri Dec 18 00:55:52 +0000 2015,3072,257,3823,Nanii<ed><U+00A0><U+00BD><ed><U+00B8><U+0087>,Pacific Time (US & Canada),515,45.00118,-86.2705395,Starbucks
When you let your dog out and first thing he does is pee on your snowman I promise it was nice before it fell https://t.co/p6fMn3mUMb,0,FALSE,FALSE,Fri Dec 08 15:05:54 +0000 2017,FALSE,NA,Fuck your opinion G*59... Future producer,Sun Sep 25 23:04:10 +0000 2016,4772,170,3878,Mr. Solo Dolo,NA,317,29.572572,-95.750855,Starbucks
@J_M_Ames You’re too kind. The clan is well (and super annoying after being stuck inside for days on end). <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,"Los Angeles, CA","Author // Blogger // PopCulture Writer w/ <ed><U+00A0><U+00BD><ed><U+00B3><U+009D> on @ChickenSoupSoul @DVDNetflix @BluntMoms @ElephantJournal & + // <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>r of movies, laughing, caffeine, food & #games",Tue May 26 05:01:45 +0000 2015,3135,1453,10820,Amy (A.B.) Chesler,NA,366,34.0207895,-118.4119065,Starbucks
Man.. some days I just want someone to bash me over the head with a mallet.,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,"California, USA",Hatched: 1994,Sun Aug 16 06:02:54 +0000 2009,18013,231,3971,<U+028E><U+01DD>li<U+0250><U+029E>,Pacific Time (US & Canada),195,38.675018,-121.7562785,Starbucks
cuteesss #JinSoCute https://t.co/oMo2WQ5p4j,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,"Philadelphia, PA",everything you see here i’m in love with <ed><U+00A0><U+00BE><ed><U+00B4><U+00AD>,Wed Nov 02 19:52:22 +0000 2016,444,22,1698,trash,NA,96,40.0048655,-75.117998,Starbucks
Does BestBuy give you a hassle about your warranty? I’m about to attempt to swap my camera for a different one and pay the difference,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,Between Bompton & Harlem,My grandma pray for me; keep your prayers. #HeavyDat #TheU #HeatGang #RiseUp #Falcons #DirtyLenzMG,Fri Sep 09 03:41:39 +0000 2011,430063,5390,1986,Eddie Brock,Eastern Time (US & Canada),1590,26.1566185,-80.2948925,Starbucks
"This #job might be a great fit for you: Part Time Reprographics Operator* - https://t.co/O93rvFJM2L #publishing #Labor #Houston, TX #Hiring",0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,NA,"For challenging and rewarding career opportunities with an innovative industry leader, consider RRD. Follow us to learn more!",Mon Jan 25 17:27:16 +0000 2016,613,175,0,RR Donnelley Jobs,Central Time (US & Canada),122,29.838495,-95.4464865,Starbucks
Miss doing my friends from Limas nails,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,NA,Find yourself and be that.,Thu Oct 20 19:26:06 +0000 2011,21000,1270,8663,Em K<U+2764><U+FE0F>,NA,943,39.137038,-84.5398125,Starbucks
#Breaking. Arson Suspect Basil Eleby's case transferred to Behavior Health Court. If he completes 18 months success… https://t.co/fgOXCvqrU0,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,TRUE,Atlanta,"Native Atlantan. Always interested in #fox5atl newstips. Mom of three girls, wife.#1 #Falcons Fan. #UGA Grad. AKA, & loves to Travel!",Wed Jul 13 14:29:36 +0000 2011,7224,4879,2652,Aungelique Proctor,NA,422,33.7671945,-84.433106,Starbucks
So is this a new trend? https://t.co/MU4pFv4IrI,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,"Seattle, Washington","Executive Director at @Commute_Seattle. @USArmy veteran committed to public service. Discusses <ed><U+00A0><U+00BD><ed><U+00BA><U+008E><ed><U+00A0><U+00BD><ed><U+00BA><U+0083><ed><U+00A0><U+00BD><ed><U+00BA><U+0087><ed><U+00A0><U+00BD><ed><U+00BA><U+0089><ed><U+00A0><U+00BC><ed><U+00BF><U+0097><ed><U+00A0><U+00BC><ed><U+00BF><U+0099><ed><U+00A0><U+00BC><ed><U+00BF><U+0094><ed><U+00A0><U+00BD><ed><U+00BA><U+00B6><ed><U+00A0><U+00BD><ed><U+00BA><U+00B2>, Seattle stuff & <ed><U+00A0><U+00BC><ed><U+00BC><U+008E>affairs. Tweets my own.",Sun Sep 21 16:41:13 +0000 2008,9366,1360,6410,Jonathan Hopkins,Eastern Time (US & Canada),3062,47.614473,-122.342543,Starbucks
Custom made white oak treads &amp; winders being hand sanded by AZ in our shop for a 3-story Captiva… https://t.co/DaKNYpXs9N,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,"Fort Myers, FL","Trimcraft of Ft. Myers, Inc. has been creating beautiful staircases and custom designed cabinetry in Southwest Florida for 30 years. ""Quality is Contagious""",Thu Jun 22 12:19:42 +0000 2017,50,5,0,TrimcraftOfFtMyers,NA,17,26.622149,-81.8231765,Starbucks
"In 3 days I’ll be sitting on the front porch of a cabin, on the side of a mountain, drinking a cup of coffee in 20-… https://t.co/8LQLZSmWYN",0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,NA,"Jacob Brown, SSHS C/O 2014! Musician, Fisherman, Firefighter/EMT Follow my INSTA: @jacobdock",Mon Nov 18 19:27:33 +0000 2013,633,485,1048,JB<ed><U+00A0><U+00BC><ed><U+00BE><U+00B8><ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>,NA,378,27.698682,-83.804475,Starbucks
Hooray for the brilliance of @kcwl <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BE><ed><U+00B5><U+0082><ed><U+00A0><U+00BD><ed><U+00B2><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB> https://t.co/cIVxKekJQo,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,TRUE,new york,"Pop culture & political junkie enjoying life & eats in NYC @cosmopolitan @seventeen Editorial & Biz Development Director #funfearless writer, editor, speaker",Tue Mar 17 17:53:44 +0000 2009,7017,4604,9485,laura brounstein,Quito,1315,40.780709,-73.9685415,Starbucks
"https://t.co/DZmW84Qszt
BB is up for #WestSideStory",0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,"Winterville, NC","Husband, Daddy, Motivator, Veteran. Seeking peace and balance.",Wed Jun 17 12:36:19 +0000 2015,299,155,947,Joker,NA,189,35.1704985,-79.861034,Starbucks
Some children make a snow man and some throw snowballs. Mine play with 99 cent Dollar Store… https://t.co/CmhRhIklTb,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,NA,"Well trained ninja, expert cart-wheeler, Olympic-trained finger nail painter and mom. I am also a super hero but don't tell anyone.",Fri Nov 23 17:16:47 +0000 2012,2099,77,53,Becky Faulkner,NA,130,32.576227,-86.6807375,Starbucks
Love this! https://t.co/BOcBCgalqM,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,"Florida, USA",The University of Mississippi's Florida Regional Admissions Counselor. Located in FL. #hottytoddy,Wed Jul 05 14:16:51 +0000 2017,316,94,53,Ashley Ole Miss,Eastern Time (US & Canada),386,26.103362,-80.401725,Starbucks
My hometown got snow and I live in West Texas and have nothing but finals to cry over,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,Somewhere trying to engineer,Texas Tech University-Environmental Engineering,Sat Aug 11 21:05:45 +0000 2012,22131,926,11738,Erin Hausmann,NA,688,33.5705265,-101.897173,Starbucks
@_Liinzz @AwwwwCats Good poop,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,Charleston,may I have a moss cow mule,Tue Apr 24 21:11:35 +0000 2012,12536,198,7171,McNugget,Atlantic Time (Canada),122,34.192814,-82.154157,Starbucks
"Flanked by @henrymcmaster, @UofSC’s @HarrisPastides, and @ClemsonUniv Pres. Clements, @Samsung promises research an… https://t.co/GeBaafBIeL",0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,TRUE,"Columbia, SC",Reporter for @wis10. A graduate of @UCF originally from #NorthwestFlorida. Reach me: cmills@wistv.com | 803-331-1658,Thu Aug 01 00:07:49 +0000 2013,10809,4020,1618,Chad K. Mills,Eastern Time (US & Canada),2160,33.6311395,-80.926628,Starbucks
Proud to work with a great group of folks &amp; to participate in this toy drive every year for the past 12 years. <U+2764><U+FE0F>… https://t.co/24iCoCaSmh,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,"Tampa, FL","Unapologetically, unabashedly unfiltered. Fireball connoisseur. Oh, and I kinda like @donniewahlberg.",Tue Jul 31 20:08:12 +0000 2012,156869,4092,158961,Heathah <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+FE0F><U+264D><U+FE0F>,Atlantic Time (Canada),2912,27.698682,-83.804475,Starbucks
I say all that to say this if you ever wanna give me a gift consider gifting me with “sky hours”,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,where dreams come true ,<ed><U+00A0><U+00BE><ed><U+00B7><U+009C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F> #MermaidTwitter • #CoconutOilTwitter • theres a thousand yous theres only one of me•,Mon Apr 20 00:25:44 +0000 2009,301226,32571,6945,<ed><U+00A0><U+00BE><ed><U+00B7><U+009C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F>,Eastern Time (US & Canada),1174,28.5016785,-81.3677725,Starbucks
As salaam alaikum good morning to you all.  Thanks to my connect we was able to see a nice play.… https://t.co/gzPF2VLLxZ,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,South Philadelphia ,Ralph Brooks Community Basketball <ed><U+00A0><U+00BC><ed><U+00BF><U+0080> League Founder,Wed May 24 14:17:24 +0000 2017,155,24,42,Moonie-Spot18,NA,125,33.854669,-118.377313,Starbucks
All of my golf apps are offering discounts to come play in the snow. #ImGood,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,"san antonio, tx",http://www.djfuzion21.com,Thu Apr 02 02:26:26 +0000 2009,7744,856,671,DJ Fuzion,Central Time (US & Canada),1937,29.417501,-98.5406515,Starbucks
@MGCCC_AD @PerkVP @mgrahamMGCCC He’s a good one.,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,Picayune MS,"Poppa of Parker, 9, and Harper, 5' Preston  3, Kaylee 2, and Baby Piper.",Sun Jan 01 06:30:56 +0000 2012,1415,171,131,BARRY,Eastern Time (US & Canada),313,32.571032,-89.876449,Starbucks
Even snowmen like a cup of wassail at Eckert. #snowintexas #ecgg #weareeckert https://t.co/PFlrhdetmo,0,FALSE,FALSE,Fri Dec 08 15:05:55 +0000 2017,FALSE,NA,NA,Mon Aug 10 19:03:56 +0000 2015,14,34,5,Marjorie Kretzer,NA,32,29.9151875,-95.3819065,Starbucks
You should be asking “what don’t I yet see?” https://t.co/oRIcdEkXZg #seeeverything #businessvision #businesshelp,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,Global,The Entrepreneur Coach: I help you build a winning mindset and successful business.,Thu Apr 16 15:26:25 +0000 2009,6488,29748,274,John Spencer Ellis,Pacific Time (US & Canada),3746,30.3233455,-97.754724,Starbucks
Free Meek Mill,0,FALSE,FALSE,Fri Dec 08 15:05:57 +0000 2017,FALSE,United States,Engrave I’m the greatest on my tombstone,Wed Apr 06 20:31:10 +0000 2011,93537,1404,2334,Cha$er Jr <U+2728>,Quito,439,36.607196,-79.418222,Starbucks
@SteeloBrim my daughter just sent this to me. I laughed so hard I cried. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>. https://t.co/96W0vWQXZK,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,"Seattle, WA","lover of music, F1, my wife and kids. oh and let's not forget the Seahawks and Mariners.",Mon Jul 26 19:19:23 +0000 2010,1530,40,5011,MDMD,Pacific Time (US & Canada),124,47.481598,-122.194398,Starbucks
"Join the TD Retail Baking team in #Vancouver ! As an Investment Specialist, you'll provide personalized #Investment… https://t.co/1Qhh9YYI6C",0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,A city near you!,"Bringing you opportunities, career advice & insight to what it's like to work at TD. Connect with us Mon-Fri from 9am-4pm EST! Visit: http://jobs.td.com",Tue Nov 26 16:10:37 +0000 2013,21704,2748,978,TD Careers,Pacific Time (US & Canada),257,49.257639,-123.123581,Starbucks
CAT HEAVEN IS OUT HOLY SHIT https://t.co/McdZDnXh6Q,0,FALSE,FALSE,Fri Dec 08 15:05:56 +0000 2017,FALSE,atl,call me after midnight,Sun Sep 22 05:10:17 +0000 2013,2094,242,2913,dumbass julien,NA,154,32.4405105,-81.8005785,Starbucks
"Ace Attorney 2 is pretty weak overall, wouldn’t call it more than average honestly. But it has one major payoff and… https://t.co/EZ0sW47Ndr",0,FALSE,FALSE,Fri Dec 08 15:05:57 +0000 2017,FALSE,Doing Stuff,"Clannad Stan. Michiru is my heart, Artoria is my body, and Nagisa is my soul. Currently trying to sell PowerPoints. l Admin for: @Eroge_Screens & @VN_Screens",Sun Nov 16 18:36:57 +0000 2014,978,1926,56038,Dango-Enthusiast Alternative,Eastern Time (US & Canada),295,27.827367,-82.3067225,Starbucks
“Come and knock on our door” <ed><U+00A0><U+00BD><ed><U+00B1><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> especially the gorgeous custom art piece amandafine_art created… https://t.co/TcN9JylVtL,0,FALSE,FALSE,Fri Dec 08 15:05:57 +0000 2017,FALSE,"Dallas, TX","Dallas's Favorite Sports Recovery: Cryo - Ozone - Float Therapies for sports Performance, Pain management, Energy, Health & Beauty. 972-444-8922",Wed Apr 29 19:49:27 +0000 2015,573,1820,3773,Mohler Recovery,NA,945,32.8198585,-96.7617535,Starbucks
"Contact us to get $25,000 in savings #lennarhomes #lennarhomesforsale #lennarpalmbeach… https://t.co/LO336LE4SX",0,FALSE,FALSE,Fri Dec 08 15:05:57 +0000 2017,FALSE,"Jupiter, Palm Beach County, Fl","New homes for sale in Palm Beach, Martin and St Lucie Counties. Direct dealing with builders gives  buyers huge savings, cash back! https://t.co/9EyZ3I9POx",Sat May 09 00:03:13 +0000 2015,3656,172,35,Jupiter Real Estate,Pacific Time (US & Canada),351,26.931496,-80.1171165,Starbucks
"If you're looking for work in #Grantsburg, WI, check out this #job: https://t.co/Wpq2Zs6YXM #Hiring #CareerArc",0,FALSE,FALSE,Fri Dec 08 15:05:57 +0000 2017,FALSE,Wisconsin,Follow this account for geo-targeted Transportation job tweets in Wisconsin Non-Metro. Need help? Tweet us at @CareerArc!,Thu May 27 20:48:36 +0000 2010,385,331,0,TMJ-WI Transport.,Quito,289,44.900818,-89.5694915,Starbucks
The servants of God lead the way. #takeaknee https://t.co/CV1shYGkDN,0,FALSE,FALSE,Fri Dec 08 15:05:57 +0000 2017,FALSE,"San Jose, CA","Environmental Scientist, Public Health Professional, Commander @AmericanLegion Post 642, A wise man said that “Wisdom is proved to be right by her actions.”",Fri Jun 19 22:41:12 +0000 2015,36716,2555,30844,David Han,Pacific Time (US & Canada),5000,37.331159,-121.8737305,Starbucks
Votes found in trunk of car. https://t.co/xf4Qa7ZHON,0,FALSE,FALSE,Fri Dec 08 15:05:57 +0000 2017,FALSE,Somewhere near the big water. ,"Family first. Conservative. Rights can not be given by the Government, only taken away. Fair Tax.<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",Tue Jan 25 01:12:31 +0000 2011,9095,613,18,Lewis Peace,Eastern Time (US & Canada),1359,46.5496655,-87.4098795,Starbucks
Must.... Feeeed... Trump HUNGRY!!! https://t.co/Ht04dFfMAO,0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,Seattle,naked ape,Wed Nov 05 01:30:35 +0000 2008,209,36,1063,Chris Henry,Pacific Time (US & Canada),420,47.614817,-122.3306025,Starbucks
@herthirdthought NO BUT PLEASE DO. I will be seeking out Drinking Games for all these movies.,0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,"New York, NY",YA writer obsessed with offbeat history. Rep'd by @patricianels,Mon Nov 12 04:36:44 +0000 2012,2764,416,4260,Sam B. Farkas,Eastern Time (US & Canada),669,40.780709,-73.9685415,Starbucks
Thick ass https://t.co/OZWrzZkwP3,0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,"Lafayette, LA",NA,Tue Jan 17 21:44:53 +0000 2017,69297,1408,37222,Tevin.,NA,2001,30.206079,-92.0611765,Starbucks
My mom is a petty bitch and I love her,0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,motown,it's hotter than a Texas ranger wearing khakis on a Sunday,Thu Jan 01 00:44:22 +0000 2015,2956,338,3818,rhonda perpendicular,NA,772,31.543237,-91.380189,Starbucks
"Today, SFDS represented well at the 16th Annual #BishopsGolfClassic. First place all the way! Congratulations! We a… https://t.co/r6zQCdIyKl",0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,"Riverside, CA","St. Francis de Sales Catholic School in Riverside offers quality academic education, modeling Catholic values and the Gospel teachings. Grades Preschool-8.",Sat Oct 01 20:39:22 +0000 2016,602,77,695,SFDS Lions,NA,136,33.921924,-117.21792,Starbucks
@moe_twinstyle SakuraCon is a GO next year! I can go once I secure funds :D tho I will need to secure transportatio… https://t.co/cFoQ56nANQ,0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,"San Rafael, CA",http://www.backloggery.com/kusanagishiro,Tue Apr 21 23:20:32 +0000 2009,3180,311,101,Tom Gifford,Pacific Time (US & Canada),1173,37.9865425,-122.5207275,Starbucks
"We're looking forward to your visit, @SamSifton <ed><U+00A0><U+00BC><ed><U+00BF><U+0096> https://t.co/RVEuP332ln",0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,TRUE,Palm Beach Gardens,"Food writer, dining critic, Food & Dining editor at The Palm Beach Post, Pulitzer Prize winner, easily charmed by puppies.",Sat Jul 16 18:27:28 +0000 2011,2998,2404,2666,Liz Balmaseda,Eastern Time (US & Canada),857,26.8408065,-80.121529,Starbucks
The management team at the rocks are absolutely horrible. Why wouldn’t you link my ID to my bus pass after i give you my APid<ed><U+00A0><U+00BE><ed><U+00B4><U+00A8>,0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,NA,R.I.P Billy<U+2728>|RHS Alum<U+2728>|MSU <U+2728>|,Sat Apr 30 06:30:31 +0000 2011,20443,901,6840,Jayda<U+2728>,Quito,996,42.74672,-84.4816265,Starbucks
Stop wasting my time,0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,FALSE,NA,all kinds of sunshine <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><U+2600><U+FE0F>,Sun Jan 31 22:40:48 +0000 2016,226,134,22139,Tasha Colton,Pacific Time (US & Canada),120,43.1272685,-77.6052065,Starbucks
@glittaKi Cause you my cousin <ed><U+00A0><U+00BD><ed><U+00B8><U+0085>,0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,FALSE, SATX <ed><U+00A0><U+00BD><ed><U+00BB><U+00A9> HTX ,<ed><U+00A0><U+00BD><ed><U+00B4><U+009E> Instagram : Sirfendii |Snapchat : Maseratiyrn,Wed Jul 24 05:13:33 +0000 2013,15540,823,2361,SiR FENDi <ed><U+00A0><U+00BE><ed><U+00B4><U+00B4><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>,Central Time (US & Canada),523,29.838495,-95.4464865,Starbucks
@MarkHarmel There was significant damage to the orchard as well. It was pretty bad!,0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,TRUE,NA,"IndyCar race winner; Novo Nordisk ambassador @racewithinsulin; Off track, I'm either on my Axis boat or cheering for Stanford & the Dodgers!",Wed Mar 18 23:33:38 +0000 2009,4761,23710,110,Charlie Kimball,Pacific Time (US & Canada),191,37.2691755,-119.3066075,Starbucks
"Priority @ Winston-Salem, North Carolina https://t.co/djKvZNX5Bj",0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,FALSE,"Winston Salem, NC","Lover of Christ, wife of 22 yrs, and mother .Owner of Diamonds & Pearls Greetings  and Teez, a greeting card ministry. http://diamondsandpearlsgifts.com",Fri Jul 08 14:42:28 +0000 2011,1600,325,348,Marilynn Williams,NA,724,36.0871685,-80.244984,Starbucks
Make those memories and live with no regrets <U+2661> Always say the words you want your loved ones to hear...and don't pu… https://t.co/E6YYkyi771,0,FALSE,FALSE,Fri Dec 08 15:05:58 +0000 2017,FALSE,"Cape Cod, MA","*Miss Pants* 
*Proud ASM for AT&T* 

 *R&F Independent Consultant*

http://shandicartier.com
 Dream Big
 *All opinions expressed are my own*",Fri Feb 03 01:01:12 +0000 2012,984,527,2077,Shandi Cartier,NA,1060,41.7873435,-70.5435615,Starbucks
What a beautiful morning for coffee. #HoustonSnow #snowintexas #SnowWatch #snowday #snow #coffee #housoncoffee… https://t.co/tS3n93k82p,0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,FALSE,"Houston, TX","SUBSCRIBE to have our coffees delivered right to your door. Also, follow us on IG @javapuracoffee. We're committed to bringing you the world's best coffees.",Sun Feb 20 16:21:02 +0000 2011,904,557,1100,Java Pura Coffee,Central Time (US & Canada),892,29.838495,-95.4464865,Starbucks
So the guy is pissed that a computer program identifies a white supremacist as a white supremacist...And they call… https://t.co/1YIeFGZyo0,0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,FALSE,"Mar Vista, Los Angeles",LA Clippers fan and overall hoops enthusiast.,Mon Jan 06 21:04:39 +0000 2014,8617,69,9235,jbk14mv10,NA,89,34.0207895,-118.4119065,Starbucks
This time last year things were so different...I’m proud of how far I’ve come.,0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,FALSE,"New Franklin, OH",|#teamtatted |Stark State College|,Sun Oct 30 04:33:34 +0000 2011,26760,477,61882,Makenzie<ed><U+00A0><U+00BC><ed><U+00BE><U+0084><U+2603><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,Atlantic Time (Canada),299,40.879168,-81.5800065,Starbucks
my twitter I’ll tweet what I<U+FE0F> want. you don’t like it i guess you need to get the f**+ then ? <ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+200D><U+2642><U+FE0F>,0,FALSE,FALSE,Fri Dec 08 15:05:59 +0000 2017,FALSE,"Slidell, LA",sc sumner1996,Sat Oct 24 08:43:48 +0000 2015,1748,349,2957,Nick Sumner,NA,387,32.571032,-89.876449,Starbucks
